,O,H,L,C,V,UD,委買張數,委買筆數,委賣張數,委賣筆數,自營cbc,自營cbv,自營csc,自營csv,自營cbsc,自營cbsv,自營cbcoi,自營cbvoi,自營cscoi,自營csvoi,自營cbscoi,自營cbsvoi,自營pbc,自營pbv,自營psc,自營psv,自營pbsc,自營pbsv,自營pbcoi,自營pbvoi,自營pscoi,自營psvoi,自營pbscoi,自營pbsvoi,外資cbc,外資cbv,外資csc,外資csv,外資cbsc,外資cbsv,外資cbcoi,外資cbvoi,外資cscoi,外資csvoi,外資cbscoi,外資cbsvoi,外資pbc,外資pbv,外資psc,外資psv,外資pbsc,外資pbsv,外資pbcoi,外資pbvoi,外資pscoi,外資psvoi,外資pbscoi,外資pbsvoi,自營bc,自營bv,自營sc,自營sv,自營bsc,自營bsv,自營oibc,自營oibv,自營oisc,自營oisv,自營oibsc,自營oibsv,外資bc,外資bv,外資sc,外資sv,外資bsc,外資bsv,外資oibc,外資oibv,外資oisc,外資oisv,外資oibsc,外資oibsv,opwcp,opwp,opmcp,opmp
20170809,10523.51,10536.19,10457.52,10470.38,5432994.0,-98.59,190416.0,1233266.0,180934.0,3034270.0,224083,272563,257531,342368,-33448,-69804,100584,288580,124753,527419,-24169,-238839,248356,381592,234853,350188,13503,31404,123045,253151,145285,159975,-22240,93176,52024,129172,53160,133809,-1136,-4637,120933,796803,45423,309295,75510,487508,85120,191872,60371,161744,24749,30128,261795,388817,42340,151270,219455,237547,24115,50457858,25815,54001811,-1700,-3543953,15472,32311317,9778,20336093,5694,11975224,41913,87737309,43115,90248787,-1202,-2511478,63906,133423165,26235,54758225,37671,78664940,31.6,10500,75.5,10500
20170810,10470.03,10477.79,10303.47,10329.74,6363359.0,-140.64,172547.0,1130446.0,172920.0,3041567.0,228389,306108,227266,336365,1123,-30257,117511,208586,140557,369011,-23046,-160425,225483,450977,248160,560781,-22677,-109804,130314,409818,175231,335408,-44917,74410,57757,151940,62079,167820,-4322,-15880,122487,616533,51299,222099,71188,394434,152835,306324,79490,295800,73345,10524,336968,616259,44124,236242,292844,380017,27545,57118041,29920,62103190,-2375,-4985149,14067,29019937,10753,22109345,3314,6910592,56167,116553394,62045,128765441,-5878,-12212047,59581,122903942,27699,57138895,31882,65765047,130.0,10300,206.0,10300
20170811,10267.05,10338.06,10238.5,10329.57,5533662.0,-0.17,149886.0,989715.0,197076.0,3190029.0,178092,281108,177632,274245,460,6863,120766,210109,143352,335132,-22586,-125023,208174,448090,217225,540819,-9051,-92730,146316,438388,200284,438681,-53968,-293,53892,161466,47833,140709,6059,20757,128207,610414,50960,206920,77247,403494,105845,275807,65275,237610,40570,38196,378263,767317,44849,272027,333414,495290,22726,46735338,23938,49224181,-1212,-2488842,13627,28023980,11506,23588241,2121,4435739,56699,116605850,54701,112557919,1998,4047931,63233,130031291,29115,59891263,34118,70140028,116.0,10300,207.0,10300
20170814,10347.66,10365.22,10225.28,10225.28,5398910.0,-104.29,164534.0,1109594.0,180153.0,3207946.0,181638,255687,192363,272917,-10725,-17230,129325,168444,162660,262856,-33335,-94412,181240,371248,184288,388067,-3048,-16819,151639,534466,208669,532937,-57030,1529,55981,153040,57097,153964,-1116,-923,128504,498913,52353,155903,76151,343010,74651,237494,78387,268055,-3736,-30561,376677,885097,46999,350850,329678,534247,27055,55574109,28623,58818320,-1568,-3244210,15487,31576227,14581,29690459,906,1885768,86756,178235787,84781,174325565,1975,3910222,57777,117761585,21542,43951865,36235,73809720,93.0,10200,185.0,10200
20170815,10271.03,10336.22,10271.03,10311.16,5029654.0,85.88,149747.0,1049990.0,184988.0,3032370.0,157304,216926,158958,254497,-1654,-37571,125500,196137,160492,329864,-34992,-133727,188100,305696,187601,311688,499,-5992,165200,377628,221731,411163,-56531,-33535,49720,134308,54324,139474,-4604,-5167,130035,568079,58489,192666,71546,375413,58804,123518,64402,167507,-5598,-43990,375817,622566,51719,294637,324098,327929,30584,62900730,26228,53926720,4356,8974010,15758,32358675,11176,22882165,4582,9476510,75052,154220072,77476,159321209,-2424,-5101137,61295,125662183,27565,56598445,33730,69063738,56.0,10300,147.5,10300
20170816,10302.83,10322.38,10245.72,10290.39,5170236.0,-20.77,161360.0,1077387.0,164348.0,2894472.0,227018,291632,252098,350604,-25080,-58972,69135,128225,72624,258746,-3489,-130521,304444,416406,311315,429304,-6871,-12898,94763,230117,146491,331134,-51728,-101017,62567,151582,64943,158285,-2376,-6703,97308,504961,30716,170778,66592,334183,94614,201315,94030,212997,584,-11682,194983,582936,42068,286486,152915,296450,40690,83487764,36341,74543259,4349,8944506,10733,21929536,9291,18930469,1442,2999067,54180,111082621,57203,117281162,-3023,-6198542,55683,113774071,20995,42914766,34688,70859305,46.1,10300,91.0,10300
20170817,10302.54,10372.41,10302.54,10369.37,5582884.0,78.98,159873.0,1047818.0,181536.0,3070804.0,117129,221643,93218,216978,23911,4665,101055,184518,80644,334447,20411,-149929,190808,227205,167904,264511,22904,-37306,141956,200585,170740,318228,-28784,-117643,38827,128484,32084,123596,6743,4888,104977,587581,31631,208857,73346,378724,48013,100698,33053,114095,14960,-13397,212829,467298,44994,246431,167835,220867,17268,35536721,18101,37258550,-833,-1721829,11157,22954931,10540,21630790,617,1324141,39358,81006172,34566,71134338,4792,9871835,59468,122376332,20108,41393941,39360,80982391,113.5,10400,177.0,10400
20170818,10324.83,10330.39,10259.83,10321.33,4942885.0,-48.04,178878.0,1126687.0,182812.0,3081942.0,133181,264829,143788,297343,-10607,-32514,114765,196611,104961,374848,9804,-178237,168950,343294,148579,308324,20371,34970,166990,274664,175423,378607,-8433,-103943,39054,133205,36759,128636,2295,4569,107626,546340,31985,191922,75641,354418,58566,192322,42555,145889,16011,46433,228258,567774,44392,274755,183866,293019,20366,41707662,19592,40125336,774,1582326,11521,23613417,10126,20696796,1395,2916621,46136,94516085,45702,93616730,434,899355,58669,120270407,18919,38797322,39750,81473085,96.0,10300,167.0,10300
20170821,10316.09,10336.37,10282.72,10326.39,4554925.0,5.06,154965.0,988618.0,182500.0,3304453.0,103616,182058,101315,170372,2301,11686,118298,213155,106162,385318,12136,-172163,119050,186034,122522,199322,-3472,-13289,174074,269953,185979,379183,-11905,-109230,32121,101111,32279,103115,-158,-2004,108435,548958,32983,197307,75452,351651,36006,109935,34740,105510,1266,4425,230814,545066,45682,265887,185132,279179,15899,32596472,14579,29885993,1320,2710479,12731,26119663,10012,20480783,2719,5638880,41673,85443522,40641,83317834,1032,2125687,59391,121886377,18613,38208306,40778,83678071,77.5,10300,152.0,10300
20170822,10353.37,10410.47,10353.37,10392.07,5526373.0,65.68,170695.0,1056771.0,187414.0,3287080.0,130287,349206,109622,202112,20665,147095,137740,362468,104958,433853,32782,-71385,149531,217587,175703,248823,-26172,-31236,185460,227261,223537,345396,-38077,-118135,45231,151794,34573,133943,10658,17851,118078,660325,31949,238996,86129,421329,39584,103299,38943,110817,641,-7518,237669,448004,51896,227981,185773,220023,16397,33920247,19544,40434260,-3147,-6514013,12313,25451199,12845,26496586,-532,-1045387,39926,82570217,36271,75013888,3655,7556330,62676,129624476,18269,37785943,44407,91838533,45.0,10400,127.0,10400
20170823,10418.32,10458.91,10378.01,10406.81,5605056.0,14.74,189387.0,1200922.0,187675.0,3150366.0,191855,338013,205050,379172,-13195,-41159,105586,239756,81933,334982,23653,-95226,240924,318892,252977,320443,-12053,-1551,119386,191174,180497,314244,-61111,-123070,49458,154820,47435,147049,2023,7771,114515,646111,30138,225553,84377,420558,53788,126821,43863,110207,9925,16614,229960,434895,50588,215221,179372,219674,22251,46182299,22150,45963968,101,218331,10887,22520047,11318,23357083,-431,-837036,40446,83944844,43084,89430509,-2638,-5485665,61605,127527031,19867,41130798,41738,86396233,6.8999999999999995,10400,56.8,10400
20170824,10414.66,10488.96,10410.73,10488.96,5787527.0,82.15,179293.0,1121523.0,192258.0,3204746.0,130396,255672,115280,227001,15116,28671,122919,358638,84150,416360,38769,-57722,160578,210601,168604,249200,-8026,-38599,139413,152559,208550,272541,-69137,-119982,34498,113364,24972,92369,9526,20995,124218,811707,30315,280344,93903,531363,41194,83659,29659,84358,11535,-699,246003,356461,55096,174783,190907,181678,16216,33812810,18559,38703237,-2343,-4890427,11100,23152272,13845,28832106,-2745,-5679834,44201,92136261,34422,71769181,9779,20367079,70642,147486002,19000,39667571,51642,107818431,96.0,10500,143.0,10500
20170825,10497.86,10519.84,10478.72,10515.51,5990003.0,26.55,195170.0,1233341.0,190953.0,3116926.0,128504,275554,140868,310679,-12364,-35125,118738,392209,92333,481110,26405,-88901,176890,246171,164773,222736,12117,23434,163285,176590,220305,256891,-57020,-80301,37746,126888,32942,116521,4804,10367,130088,901242,31381,308409,98707,592833,47528,115677,35081,92192,12447,23486,261714,352888,58360,160427,203354,192461,16939,35461629,15366,32167359,1573,3294271,11694,24484038,12839,26827123,-1145,-2343085,38297,80167864,39294,82261483,-997,-2093619,70180,147075885,19524,40917676,50656,106158209,81.0,10500,133.5,10500
20170828,10502.8,10542.37,10498.88,10525.98,5864524.0,10.47,185448.0,1162626.0,249876.0,3869002.0,106318,195973,111126,212298,-4808,-16324,122925,395091,101328,503839,21597,-108748,113403,154345,121330,207510,-7927,-53164,160071,170199,224964,302809,-64893,-132610,35244,112584,32849,111727,2395,857,134159,926991,33057,318667,101102,608324,45148,198548,38405,154935,6743,43613,274254,463302,64231,223673,210023,239629,14741,30913213,15003,31458850,-262,-545637,11623,24339652,13016,27202206,-1393,-2862554,38305,80338427,36548,76649528,1757,3688899,72231,151405307,19842,41593074,52389,109812233,72.5,10500,127.0,10500
20170829,10518.69,10518.69,10463.22,10496.57,5775004.0,-29.41,185881.0,1129849.0,226330.0,3317698.0,127243,213206,123454,219564,3789,-6357,131313,373358,105927,476655,25386,-103297,158235,242249,143723,230182,14512,12067,178940,217083,229321,354116,-50381,-137033,36131,111758,36563,116449,-432,-4691,134681,883315,34011,305353,100670,577962,45433,121257,37061,104195,8372,17062,280454,527472,62059,247035,218395,280437,17229,36014756,18542,38754081,-1313,-2739325,11088,23161161,13745,28663762,-2657,-5502601,41065,85861250,42085,87985156,-1020,-2123906,70260,146925669,18826,39368527,51434,107557142,53.0,10500,122.0,10500
20170830,10511.59,10574.53,10511.59,10569.4,5878711.0,72.83,181498.0,1219318.0,197763.0,3164129.0,212313,393652,205264,368793,7049,24859,113069,425397,89803,519732,23266,-94335,217446,262320,257192,322162,-39746,-59842,122766,165095,219664,343063,-96898,-177968,61700,182407,49714,158934,11986,23473,139337,1015434,31115,346011,108222,669423,58274,185838,50544,133095,7730,52744,281345,518784,64980,222846,216365,295938,21279,44751306,22814,47979450,-1535,-3228144,12003,25232584,16181,33974695,-4178,-8742111,51083,107427774,47669,100243498,3414,7184276,75333,158533745,20438,43012012,54895,115521733,42.7,10600,78.5,10600
20170831,10586.65,10609.48,10551.95,10585.78,5909661.0,16.38,197636.0,1269382.0,188692.0,3090787.0,111269,212777,109395,253254,1874,-40477,121814,431024,96674,564110,25140,-133086,135481,194945,134657,201161,824,-6216,146981,188920,243075,368513,-96094,-179593,32582,115082,29622,112460,2960,2621,143171,1063053,31989,362503,111182,700550,36136,109474,30992,95976,5144,13498,289903,521237,68374,221786,221529,299451,15771,33285657,15188,32050436,583,1235221,11507,24231485,15068,31686802,-3561,-7455317,39858,84118271,40488,85446289,-630,-1328018,75851,159924668,21532,45400889,54319,114523779,95.0,10600,132.0,10600
20170901,10576.27,10619.52,10568.72,10594.82,6043961.0,9.04,202982.0,1253504.0,184479.0,3092547.0,100625,215414,88470,193662,12155,21752,134190,479096,96895,597174,37295,-118078,115158,149451,131310,192629,-16152,-43178,146852,158997,259098,367761,-112246,-208764,23143,83653,20080,77213,3063,6440,146288,1121245,32043,381048,114245,740197,29681,79161,25016,68498,4665,10663,296703,496627,70518,206473,226185,290154,14770,31233864,15119,31971200,-349,-737336,12381,26138044,16380,34540090,-3999,-8402046,34493,72942760,31059,65684730,3434,7258031,79164,167301682,21454,45343478,57710,121958204,79.0,10600,119.0,10600
20170904,10585.44,10610.04,10555.34,10569.87,5471494.0,-24.95,185338.0,1177450.0,177273.0,2947051.0,81694,137755,79008,142952,2686,-5198,138444,437741,98463,564349,39981,-126608,111476,162281,111880,169860,-404,-7579,148337,175990,260987,404199,-112650,-228209,24102,82031,24289,86428,-187,-4397,146114,1059303,32056,361077,114058,698226,33287,92686,27439,79500,5848,13186,302285,539216,70252,221211,232033,318005,13140,27749446,13634,28786060,-494,-1036613,11779,24817733,16341,34392958,-4562,-9575225,31881,67340407,30021,63412293,1860,3928114,80494,169768332,20929,44145201,59565,125623131,68.0,10600,116.5,10600
20170905,10584.1,10617.84,10564.26,10617.84,5689069.0,47.97,175680.0,1138083.0,181242.0,3119020.0,98120,174528,111891,197814,-13771,-23286,131197,477893,104987,631061,26210,-153168,148462,181953,121835,151087,26627,30866,163292,172336,249315,360665,-86023,-188329,25286,83370,27827,92468,-2541,-9098,145402,1131362,33885,395867,111517,735495,33174,89082,29192,77136,3982,11946,307825,515812,71810,204962,236015,310850,19222,40596181,17908,37811434,1314,2784747,11861,25062542,15136,31936842,-3275,-6874300,35929,75864427,37482,79141682,-1553,-3277255,79385,167898259,21349,45160387,58036,122737872,48.5,10600,100.0,10600
20170906,10593.87,10604.92,10519.71,10547.86,6021658.0,-69.98,197305.0,1303786.0,192142.0,3346138.0,207723,304751,214371,352433,-6648,-47682,119335,373056,92608,550242,26727,-177186,248457,330807,226100,322003,22357,8804,151080,217258,236766,437237,-85686,-219979,50845,136507,48847,130955,1998,5552,146276,980691,32657,334921,113619,645770,64045,158005,50159,127916,13886,30089,315288,626436,70182,243702,245106,382734,26829,56494554,28253,59489605,-1424,-2995051,11618,24403782,16300,34192268,-4682,-9788486,50067,105468907,51122,107683242,-1055,-2214335,77996,163986388,20952,44058287,57044,119928101,50.1,10500,84.1,10500
20170907,10564.79,10604.02,10509.91,10538.51,6342390.0,-9.35,188620.0,1118473.0,219568.0,3378004.0,140446,252394,138413,268160,2033,-15766,143593,353643,114833,529066,28760,-175423,153266,280829,160050,324348,-6784,-43518,171506,271499,264016,561617,-92510,-290118,30686,107289,31672,115552,-986,-8263,148470,905321,35837,316131,112633,589190,39867,121635,33666,113325,6201,8310,324483,670198,73136,263807,251347,406391,19166,40332494,20567,43274154,-1401,-2941660,11262,23590300,17376,36358239,-6114,-12767939,46177,97201866,45650,96108147,527,1093720,80185,168130533,22611,47418084,57574,120712449,118.0,10500,140.0,10500
20170908,10553.9,10609.95,10550.72,10609.95,5688333.0,71.44,195859.0,1236407.0,202652.0,3349838.0,119291,227687,107424,209073,11867,18615,155575,462425,114948,633251,40627,-170826,168364,273574,185618,316196,-17254,-42622,187653,229273,297384,502832,-109731,-273559,31053,110495,28955,100852,2098,9643,149768,1050567,35037,367984,114731,682583,49222,132321,43598,136332,5624,-4010,337261,610583,80324,245387,256937,365196,22326,47052135,22170,46718316,156,333819,11019,23200871,17306,36410333,-6287,-13209462,49184,103655566,41094,86599991,8090,17055574,87193,183868471,21482,45300966,65711,138567505,97.5,10600,124.0,10600
20170911,10630.16,10656.25,10565.78,10572.16,5865527.0,-37.79,200494.0,1286318.0,211250.0,3408656.0,150298,314238,168352,354789,-18054,-40551,142944,425619,120371,635490,22573,-209871,219391,341214,194292,286929,25099,54285,203811,245214,288443,417812,-84632,-172598,44324,139255,53452,167943,-9128,-28688,145085,1035038,39482,385222,105603,649816,54182,140337,46839,142050,7343,-1713,345091,549240,80811,228434,264280,320806,25873,54724862,23439,49568932,2434,5155930,12210,25744403,16041,33776547,-3831,-8032144,48420,102382212,54402,115043423,-5982,-12661211,82091,173296455,22370,47227693,59721,126068762,72.5,10600,98.5,10600
20170912,10610.33,10646.55,10586.28,10610.35,5744435.0,38.19,214729.0,1388462.0,205454.0,3391311.0,118084,212708,116406,189993,1678,22715,147299,453733,123048,650041,24251,-196308,179785,222122,176340,208309,3445,13814,221421,220885,302628,360663,-81207,-139778,40715,117150,33853,108057,6862,9093,150435,1071396,37970,394487,112465,676909,46932,107896,43717,111842,3215,-3947,355519,483071,88004,211042,267515,272029,14763,31255427,14501,30698549,262,556879,12790,27034075,16363,34538200,-3573,-7504125,38161,80791111,36538,77363422,1623,3427689,83003,175648133,21620,45753695,61383,129894438,50.5,10600,79.5,10600
20170913,10596.36,10620.31,10532.88,10532.88,5729874.0,-77.47,207026.0,1274328.0,188006.0,2963648.0,184793,213281,214557,251990,-29764,-38709,116919,301793,112731,513775,4188,-211982,239689,308621,228183,310527,11506,-1906,173623,232461,262489,391991,-88866,-159530,46569,117853,43146,113849,3423,4004,146295,864787,34903,306105,111392,558682,68368,156260,53258,133412,15110,22849,360824,541955,82909,232606,277915,309349,22967,48430300,23132,48792352,-165,-362051,13085,27477181,16835,35308084,-3750,-7830903,44998,94944070,48970,103315672,-3972,-8371602,83285,175103964,25930,54520491,57355,120583473,42.7,10500,70.2,10500
20170914,10533.99,10572.71,10508.72,10553.57,5493333.0,20.69,202120.0,1275353.0,192944.0,3090678.0,98177,140282,91574,133067,6603,7215,130086,318226,119305,525968,10781,-207742,102673,145658,118165,183470,-15492,-37812,177283,207826,281641,388440,-104358,-180614,25642,80137,24283,82460,1359,-2324,149417,867241,36666,316597,112751,550644,35851,87034,28259,88879,7592,-1845,369748,498413,84251,219122,285497,279291,15367,32329633,14854,31245339,513,1084295,13734,28858236,16977,35631392,-3243,-6773156,45546,95816361,43789,92141715,1757,3674646,84169,177072923,25030,52662901,59139,124410022,115.5,10600,179.0,10600
20170915,10556.82,10580.78,10520.15,10580.41,6439349.0,26.84,204525.0,1299524.0,199475.0,3041532.0,138622,183640,151319,188592,-12697,-4952,129359,354381,131275,583781,-1916,-229400,141499,203363,136042,190596,5457,12767,185355,177155,284256,325015,-98901,-147860,27809,95833,26895,86318,914,9516,152993,961622,39328,360958,113665,600664,34760,92728,27848,78317,6912,14412,379713,440792,87304,184735,292409,256057,19697,41478873,20161,42445639,-464,-966766,12554,26466105,16304,34330185,-3750,-7864080,56678,119287816,53325,112271774,3353,7016042,86300,182150396,23723,50081777,62577,132068619,84.0,10600,158.0,10600
20170918,10590.8,10642.4,10581.81,10631.57,6906035.0,51.16,204454.0,1284134.0,201529.0,3108945.0,146243,301966,131257,258973,14986,42993,136047,481289,122977,692432,13070,-211143,163536,193768,175308,204774,-11772,-11006,197453,151483,308126,284382,-110673,-132899,43639,140718,40673,135632,2966,5087,155246,1131569,38611,436239,116635,695330,34569,87713,30208,78827,4361,8886,385334,357896,88564,146597,296770,211299,27437,58246031,27426,58225994,11,20037,14670,31136275,18346,38899469,-3676,-7763194,67175,142546505,64665,137319340,2510,5227165,95868,203612127,30677,65193088,65191,138419039,67.5,10600,148.5,10600
20170919,10653.34,10664.18,10561.21,10576.14,6535767.0,-55.43,217874.0,1441441.0,208732.0,3074485.0,133795,197601,174097,318657,-40302,-121056,125163,342548,152395,624370,-27232,-281822,207254,263930,163522,221231,43732,42699,233309,280443,300250,346453,-66941,-66010,44567,119235,35695,105103,8872,14132,165116,986523,39609,365669,125507,620854,49844,117884,43580,98236,6264,19647,394827,453726,91793,190064,303034,263662,32123,68177772,27419,58159321,4704,10018451,18699,39498254,17664,37228105,1035,2270149,77056,163471405,88888,188639980,-11832,-25168574,92326,194900606,38893,82170966,53433,112729640,45.0,10600,131.5,10600
20170920,10568.58,10589.19,10490.71,10519.17,5816294.0,-56.97,197992.0,1257563.0,197241.0,3182267.0,252261,312696,295612,395794,-43351,-83098,67907,167106,56216,222904,11691,-55798,290770,453658,315982,521183,-25212,-67525,102172,188966,163417,346235,-61245,-157269,49437,146419,45797,135103,3640,11316,86640,459179,16257,122068,70383,337111,84316,228051,72085,212708,12231,15343,216231,520710,52283,214468,163948,306242,38593,81234997,41228,86772761,-2635,-5537765,8848,18578533,16156,33888286,-7308,-15309753,63562,133781073,62253,131032565,1309,2748508,75581,158809582,21296,44754664,54285,114054918,10.0,10500,72.1,10500
20170921,10506.85,10603.08,10493.95,10578.44,5519154.0,59.27,182035.0,1156543.0,200504.0,3234436.0,143840,248688,116408,218133,27432,30555,105263,253816,66140,283836,39123,-30020,141088,248691,144302,244020,-3214,4671,122328,176772,186787,293231,-64459,-116459,39975,128918,32427,117918,7548,11001,95500,528343,17569,149119,77931,379224,52220,136376,38192,115268,14028,21108,231151,426067,53175,169052,177976,257015,19361,40800144,18360,38697217,1001,2102928,10092,21315750,16428,34662110,-6336,-13346360,49074,103433323,45352,95548845,3722,7884478,78514,165935327,20372,43060972,58142,122874355,85.5,10600,141.0,10600
20170922,10571.65,10579.02,10446.45,10449.68,5674133.0,-128.76,203348.0,1274956.0,298651.0,3897025.0,171887,256631,190707,269827,-18820,-13196,108942,169011,88639,207730,20303,-38719,214735,438088,186712,380881,28023,57207,151465,392096,187911,496376,-36446,-104280,45183,115190,39528,117158,5655,-1968,102540,374749,18954,107517,83586,267232,73321,229748,53359,181074,19962,48674,251281,726403,53343,281129,197938,445274,24161,50612071,25705,53897092,-1544,-3285021,10268,21396815,18169,37826301,-7901,-16429486,48924,102589847,56158,117765072,-7234,-15175225,75040,156474404,24375,50837916,50665,105636488,104.5,10400,160.5,10400
20170925,10442.05,10447.09,10322.1,10335.89,5745870.0,-113.79,179104.0,1108972.0,200855.0,3115190.0,234102,313735,262358,319887,-28256,-6152,111935,154578,119887,180152,-7952,-25574,235161,558893,237480,551791,-2319,7102,167244,578214,206009,696465,-38765,-118251,55642,140187,56575,143151,-933,-2963,105362,299043,22709,90356,82653,208687,87382,296912,80093,294669,7289,2243,261094,973298,55869,389200,205225,584098,26767,55450969,27152,56251704,-385,-800735,10142,20928957,18438,38017559,-8296,-17088602,59934,124227939,61914,128330940,-1980,-4103001,74423,153700433,25849,53394391,48574,100306042,87.0,10300,155.0,10300
20170926,10333.44,10374.54,10257.02,10257.02,5717408.0,-78.87,161207.0,1083124.0,202338.0,3450505.0,234867,325971,245259,286049,-10392,39922,129942,145735,148285,143587,-18343,2148,248347,496936,244237,513427,4110,-16492,178284,727752,212939,890864,-34655,-163112,51950,124399,45564,112596,6386,11803,111703,248131,22664,71822,89039,176309,69323,193814,64295,183625,5028,10188,268324,1173796,58071,474582,210253,699214,27798,57316457,28600,58982216,-802,-1665759,10705,21937833,19812,40578542,-9107,-18640709,58709,121141513,58557,120842686,152,298827,74922,153697915,26351,54063669,48571,99634246,52.0,10300,133.0,10300
20170927,10322.44,10357.23,10315.97,10326.68,5207771.0,69.66,160112.0,1060095.0,202268.0,3514151.0,235057,348204,236999,386879,-1942,-38675,106596,183171,100179,205185,6417,-22014,223218,332270,247991,362916,-24773,-30646,129244,334604,187114,554991,-57870,-220387,57825,163086,53997,150331,3828,12755,104330,280543,20447,80712,83883,199831,64675,153561,59388,147300,5287,6261,262930,903871,53078,367783,209852,536088,24932,51443918,23248,47967661,1684,3476257,9726,20050695,17168,35361355,-7442,-15310660,41996,86649385,42223,87123202,-227,-473817,72931,150480316,24512,50581733,48419,99898583,35.1,10300,78.1,10300
20170928,10351.42,10365.59,10288.24,10296.45,4966275.0,-30.23,180102.0,1151864.0,190568.0,3247791.0,149837,230602,140377,254021,9460,-23419,133512,177944,117635,217329,15877,-39385,142742,261323,132569,258568,10173,2755,152455,353934,200152,577758,-47697,-223824,38032,105349,35832,107947,2200,-2599,108940,263275,22857,80087,86083,183188,48886,132246,38619,122452,10267,9795,272655,918535,52536,375589,220119,542946,20524,42313576,20659,42589664,-135,-276088,10167,20922717,17734,36463001,-7567,-15540284,57495,118529765,61772,127362614,-4277,-8832849,71875,148038331,27703,57068182,44172,90970149,110.5,10300,147.5,10300
20170929,10319.69,10338.95,10273.6,10329.94,4879802.0,33.49,171795.0,1135545.0,173507.0,2819243.0,126517,188525,111160,181012,15357,7513,153435,200037,122201,230585,31234,-30548,108529,211013,115937,230603,-7408,-19589,153981,316288,209086,541977,-55105,-225689,33498,90135,27254,80966,6244,9170,115125,268315,22798,79010,92327,189305,40068,109549,33085,100302,6983,9247,279289,841770,52187,343902,227102,497868,18973,39083055,19617,40402193,-644,-1319138,9543,19657581,17767,36571020,-8224,-16913439,38526,79349453,37050,76314287,1476,3035166,72962,150460333,27331,56370188,45631,94090145,94.5,10300,131.5,10300
20170930,10362.55,10400.4,10362.55,10383.94,3566951.0,54.00,147627.0,940671.0,154435.0,2686590.0,77476,144229,74225,126101,3251,18127,155934,260046,121449,277255,34485,-17209,98145,137585,101952,122637,-3807,14948,157722,252382,216634,406478,-58912,-154096,15925,42492,9958,33922,5967,8570,119395,308099,21101,90566,98294,217533,12622,29087,9392,22901,3230,6187,281986,631304,51654,261424,230332,369880,10945,22703004,9774,20279570,1171,2423434,10426,21607529,17442,36122669,-7016,-14515140,5468,11331109,5138,10650532,330,680577,73001,151439882,27039,56100240,45962,95339642,69.0,10400,106.0,10400
20171002,10425.1,10472.81,10414.53,10465.16,4677822.0,81.22,164250.0,962545.0,161802.0,2537894.0,138569,272820,135993,249866,2576,22954,157975,381991,120914,353649,37061,28342,162781,216739,169956,198115,-7175,18625,157983,203473,224070,301111,-66087,-97638,49119,118128,30456,105055,18663,13073,135651,388812,18694,112344,116957,276468,34197,71471,27656,62712,6541,8758,288519,475809,51646,191631,236873,284178,22092,46072049,22006,45916469,86,155580,11532,24050464,18411,38391533,-6879,-14341069,33964,70865491,29950,62485533,4014,8379958,73744,154036539,23690,49484961,50054,104551578,63.5,10500,98.0,10500
20171003,10462.7,10495.34,10445.86,10469.35,4759323.0,4.19,190694.0,1188921.0,184266.0,3129312.0,120294,198617,128903,243752,-8609,-45135,159013,375545,130561,393304,28452,-17759,156746,179882,142736,166275,14010,13608,178267,195662,230344,275612,-52077,-79950,38033,107135,35269,101438,2764,5696,138514,397939,18793,115312,119721,282627,37452,90345,37050,82244,402,8101,289945,439053,52670,174339,237275,264714,19969,41748156,16674,34857748,3295,6890408,13506,28206610,17090,35674126,-3584,-7467516,34055,71200835,35767,74783240,-1712,-3582404,72490,151606808,24109,50421579,48381,101185229,45.0,10500,82.0,10500
20171005,10473.28,10530.93,10473.28,10518.27,4655082.0,48.92,176109.0,1115640.0,181237.0,3156424.0,184461,334403,179595,333163,4866,1241,107904,285284,99322,335277,8582,-49993,174118,176331,211381,187087,-37263,-10755,127174,151043,200135,224865,-72961,-73822,48851,143582,44375,126219,4476,17363,135242,444169,17333,108501,117909,335668,40771,77827,34757,66105,6014,11722,286022,370802,50993,133169,235029,237633,20115,42205667,21953,46055554,-1838,-3849887,10878,22811997,16199,33961898,-5321,-11149901,35963,75458108,31309,65700138,4654,9757970,77126,161955298,23975,50341024,53151,111614274,22.7,10500,48.2,10500
20171006,10538.21,10557.67,10511.5,10532.81,4641822.0,14.54,194956.0,1225985.0,186261.0,3062583.0,132992,181352,114171,207673,18821,-26321,130159,290072,102756,364522,27403,-74450,160424,167185,127916,154927,32508,12258,160633,153595,201086,210183,-40453,-56588,31703,86514,29338,80758,2365,5756,138077,478070,17803,118557,120274,359513,29156,66641,24556,59559,4600,7081,292756,351408,53147,121944,239609,229464,13653,28718373,12678,26663854,975,2054518,11356,23857083,15686,32940943,-4330,-9083860,30245,63618719,30451,64058099,-206,-439380,75510,158834316,22567,47464736,52943,111369580,68.0,10500,88.0,10500
